HOME_OFF_RATING,HOME_DEF_RATING,HOME_NET_RATING,HOME_EFG_PCT,HOME_TS_PCT,HOME_PACE,AWAY_OFF_RATING,AWAY_DEF_RATING,AWAY_NET_RATING,AWAY_EFG_PCT,AWAY_TS_PCT,AWAY_PACE,HOME_PTS_L10,AWAY_PTS_L10,HOME_FG_PCT_L10,AWAY_FG_PCT_L10,HOME_FG3_PCT_L10,AWAY_FG3_PCT_L10,HOME_FT_PCT_L10,AWAY_FT_PCT_L10,HOME_REB_L10,AWAY_REB_L10,HOME_AST_L10,AWAY_AST_L10,HOME_STL_L10,AWAY_STL_L10,HOME_BLK_L10,AWAY_BLK_L10,HOME_TOV_L10,AWAY_TOV_L10,HOME_REST_DAYS,AWAY_REST_DAYS,HOME_BACK_TO_BACK,AWAY_BACK_TO_BACK,DIFF_PTS_L10,DIFF_FG_PCT_L10,DIFF_FG3_PCT_L10,DIFF_FT_PCT_L10,DIFF_REB_L10,DIFF_AST_L10,DIFF_STL_L10,DIFF_BLK_L10,DIFF_TOV_L10,DIFF_REST_DAYS,DIFF_OFF_RATING,DIFF_DEF_RATING,DIFF_NET_RATING,DIFF_TS_PCT,DIFF_EFG_PCT,DIFF_PACE,DIFF_AST_PCT,DIFF_AST_TO,DIFF_AST_RATIO,DIFF_OREB_PCT,DIFF_DREB_PCT,DIFF_REB_PCT,DIFF_TM_TOV_PCT,IS_HOME
113.6,113.1,0.5,0.544,0.572,100.52,113.6,106.2,7.4,0.542,0.578,97.26,119.0,108.0,0.4713333333333333,0.414,0.38599999999999995,0.337,0.7600000000000001,0.7553333333333333,46.666666666666664,47.0,29.0,25.0,10.666666666666666,9.666666666666666,3.6666666666666665,9.0,12.666666666666666,18.0,1,1,1,1,11.0,0.05733333333333335,0.04899999999999993,0.004666666666666819,-0.3333333333333357,4.0,1.0,-5.333333333333334,-5.333333333333334,0,0.0,6.8999999999999915,-6.9,-0.006000000000000005,0.0020000000000000018,3.259999999999991,0.04700000000000004,0.30000000000000004,1.4000000000000021,-0.007000000000000006,-0.019000000000000017,-0.02300000000000002,-0.008000000000000007,1
111.9,115.5,-3.6,0.531,0.564,98.55,114.3,111.1,3.2,0.546,0.58,100.59,119.33333333333333,114.33333333333333,0.465,0.456,0.353,0.36433333333333334,0.7956666666666666,0.7503333333333333,49.333333333333336,45.333333333333336,25.0,21.666666666666668,5.666666666666667,6.666666666666667,7.0,4.666666666666667,14.666666666666666,14.0,2,2,0,0,5.0,0.009000000000000008,-0.011333333333333362,0.04533333333333334,4.0,3.333333333333332,-1.0,2.333333333333333,0.6666666666666661,0,-2.3999999999999915,4.400000000000006,-6.800000000000001,-0.016000000000000014,-0.015000000000000013,-2.0400000000000063,0.040000000000000036,-0.020000000000000018,0.8000000000000007,0.04099999999999998,-0.02200000000000002,0.0,0.011999999999999983,1
115.4,113.7,1.6,0.543,0.581,98.67,105.6,113.3,-7.7,0.494,0.533,98.81,104.0,85.0,0.4315,0.393,0.3615,0.1965,0.7444999999999999,0.6845,54.5,50.0,25.5,15.5,6.5,8.0,6.0,6.5,11.0,18.0,2,2,0,0,19.0,0.03849999999999998,0.16499999999999998,0.05999999999999994,4.5,10.0,-1.5,-0.5,-7.0,0,9.800000000000011,0.4000000000000057,9.3,0.04799999999999993,0.049000000000000044,-0.14000000000000057,-0.02200000000000002,0.43000000000000016,1.0,-0.007000000000000006,0.02400000000000002,0.020000000000000018,-0.022999999999999993,1
109.5,109.5,0.0,0.531,0.564,98.51,107.3,116.3,-9.1,0.515,0.55,98.74,113.5,127.5,0.436,0.5135000000000001,0.3415,0.3815,0.798,0.7555000000000001,41.5,48.5,23.5,24.5,8.0,6.5,3.0,5.0,7.0,10.5,2,2,0,0,-14.0,-0.07750000000000007,-0.03999999999999998,0.04249999999999998,-7.0,-1.0,1.5,-2.0,-3.5,0,2.200000000000003,-6.799999999999997,9.1,0.013999999999999901,0.016000000000000014,-0.22999999999998977,0.0040000000000000036,0.16999999999999993,0.6999999999999993,-0.014000000000000012,-0.015000000000000013,-0.0010000000000000009,-0.0069999999999999785,1
113.2,112.3,0.9,0.54,0.576,99.4,110.2,113.6,-3.4,0.532,0.568,97.8,104.33333333333333,116.5,0.44766666666666666,0.48250000000000004,0.36800000000000005,0.3425,0.7436666666666666,0.8775,45.0,44.5,21.0,22.0,6.333333333333333,9.5,7.666666666666667,7.0,13.666666666666666,15.0,1,3,1,0,-12.166666666666671,-0.03483333333333338,0.025500000000000023,-0.13383333333333336,0.5,-1.0,-3.166666666666667,0.666666666666667,-1.333333333333334,-2,3.0,-1.2999999999999972,4.3,0.008000000000000007,0.008000000000000007,1.6000000000000085,-0.015000000000000013,-0.10999999999999988,-0.1999999999999993,0.03400000000000003,-0.027000000000000024,0.0050000000000000044,0.00799999999999998,1
112.1,109.9,2.2,0.51,0.543,96.63,112.7,113.2,-0.5,0.541,0.579,98.76,97.66666666666667,106.33333333333333,0.37633333333333335,0.4583333333333333,0.26299999999999996,0.40900000000000003,0.8076666666666666,0.8363333333333333,54.333333333333336,45.333333333333336,17.666666666666668,24.666666666666668,11.0,10.0,4.0,7.666666666666667,14.0,14.333333333333334,2,2,0,0,-8.666666666666657,-0.08199999999999996,-0.14600000000000007,-0.028666666666666618,9.0,-7.0,1.0,-3.666666666666667,-0.3333333333333339,0,-0.6000000000000085,-3.299999999999997,2.7,-0.03599999999999992,-0.031000000000000028,-2.1300000000000097,-0.028999999999999915,-0.09000000000000008,-1.6999999999999993,0.07600000000000001,-0.02100000000000002,0.013000000000000012,-0.0020000000000000018,1
113.8,111.0,2.7,0.539,0.573,101.47,111.2,112.0,-0.8,0.517,0.557,98.02,110.0,99.33333333333333,0.4445,0.4166666666666667,0.3685,0.39166666666666666,0.687,0.7543333333333333,46.5,49.0,24.0,23.0,15.5,7.333333333333333,10.0,5.333333333333333,18.5,19.0,2,2,0,0,10.666666666666671,0.02783333333333332,-0.02316666666666667,-0.06733333333333325,-2.5,1.0,8.166666666666668,4.666666666666667,-0.5,0,2.5999999999999943,-1.0,3.5,0.015999999999999903,0.02200000000000002,3.450000000000003,-0.0040000000000000036,0.010000000000000009,0.0,-0.02200000000000002,-0.03600000000000003,-0.028000000000000025,-0.0020000000000000018,1
113.8,111.5,2.3,0.556,0.59,98.41,111.0,108.9,2.1,0.538,0.571,96.83,106.0,111.33333333333333,0.521,0.4776666666666667,0.368,0.30266666666666664,0.5905,0.7709999999999999,43.5,42.0,25.5,29.0,9.5,7.0,1.5,4.666666666666667,19.0,12.666666666666666,3,2,0,0,-5.333333333333329,0.043333333333333335,0.06533333333333335,-0.18049999999999988,1.5,-3.5,2.5,-3.166666666666667,6.333333333333334,1,2.799999999999997,2.5999999999999943,0.19999999999999973,0.019000000000000017,0.018000000000000016,1.5799999999999983,0.03300000000000003,0.16999999999999993,1.3000000000000007,-0.009000000000000008,0.028000000000000025,0.009000000000000008,-0.0020000000000000018,1
113.0,108.4,4.5,0.547,0.584,96.53,103.9,112.1,-8.1,0.503,0.538,99.71,114.0,101.0,0.458,0.4046666666666667,0.351,0.328,0.751,0.805,56.5,49.0,23.0,21.0,6.0,6.0,2.0,4.333333333333333,16.5,15.666666666666666,2,1,0,1,13.0,0.053333333333333344,0.022999999999999965,-0.05400000000000005,7.5,2.0,0.0,-2.333333333333333,0.8333333333333339,1,9.099999999999994,-3.6999999999999886,12.6,0.04599999999999993,0.04400000000000004,-3.1799999999999926,0.02400000000000002,0.1100000000000001,1.4000000000000021,0.029000000000000026,0.0,0.020000000000000018,0.0050000000000000044,1
109.7,110.2,-0.4,0.513,0.55,96.42,113.0,110.2,2.8,0.534,0.578,96.71,121.0,113.66666666666667,0.45199999999999996,0.4856666666666667,0.36433333333333334,0.44133333333333336,0.6376666666666667,0.806,48.333333333333336,43.0,27.0,22.0,9.0,7.0,7.333333333333333,7.666666666666667,13.333333333333334,10.666666666666666,2,2,0,0,7.333333333333329,-0.033666666666666734,-0.07700000000000001,-0.16833333333333333,5.333333333333336,5.0,2.0,-0.3333333333333339,2.666666666666668,0,-3.299999999999997,0.0,-3.1999999999999997,-0.027999999999999914,-0.02100000000000002,-0.28999999999999204,-0.02100000000000002,-0.24,-1.5,0.044999999999999984,0.016000000000000014,0.02200000000000002,0.008000000000000007,1
